"Protein.Accession","Gene.Names","Protein.Annotation","X0h.a","X0h.b","X2h.a","X2h.b","X8h.a","X8h.b","X16h.a","X16h.b"
"sp|P20664|PRI1_MOUSE","Prim1","DNA primase small subunit OS=Mus musculus GN=Prim1 PE=1 SV=1",69705.7,69854.9,73713.9,69534.7,71401.8,70956.9,128155,128811.1
"sp|Q62074|KPCI_MOUSE","Prkci","Protein kinase C iota type OS=Mus musculus GN=Prkci PE=1 SV=3",21523.6,23476.6,22462.8,21594.5,37223.9,33525.7,47840.3,52318
"sp|Q922H1|ANM3_MOUSE","Prmt3","Protein arginine N-methyltransferase 3 OS=Mus musculus GN=Prmt3 PE=1 SV=2",62870.6,64033.3,62397.9,62188,74536.6,70959.7,101346.6,100222.3
"sp|Q8CIG8|ANM5_MOUSE","Prmt5","Protein arginine N-methyltransferase 5 OS=Mus musculus GN=Prmt5 PE=1 SV=3",114320.2,113241.4,117574.1,107485.6,131697.7,127930.3,188977,194943.9
"sp|Q922X9|ANM7_MOUSE","Prmt7","Protein arginine N-methyltransferase 7 OS=Mus musculus GN=Prmt7 PE=1 SV=1",44785.3,44279.4,41716.7,43330.9,57408,52910.7,80081.1,77895
"sp|P04925|PRIO_MOUSE","Prnp","Major prion protein OS=Mus musculus GN=Prnp PE=1 SV=2",11888.9,11960,11308.3,12215.3,39644.7,34503.6,38239,38570.8
"sp|Q08761|PROS_MOUSE","Pros1","Vitamin K-dependent protein S OS=Mus musculus GN=Pros1 PE=2 SV=1",11229.4,9903.6,9802.2,11995.1,15245.3,16183,58247.1,56571.5
"sp|Q5PRE5|PRSR1_MOUSE","Proser1","Proline and serine-rich protein 1 OS=Mus musculus GN=Proser1 PE=1 SV=1",35588.7,35424.7,37485.4,35656.8,46436.5,41991.5,55215.5,59014.8
"sp|Q7TSC1|PRC2A_MOUSE","Prrc2a","Protein PRRC2A OS=Mus musculus GN=Prrc2a PE=1 SV=1",69623.5,69896.9,38983.5,60227,88274.6,86712.9,124247.7,125793.1
"sp|Q3TLH4|PRC2C_MOUSE","Prrc2c","Protein PRRC2C OS=Mus musculus GN=Prrc2c PE=1 SV=3",72815.9,69202.6,33901.4,59982.3,96837.2,98699.3,141560.5,137134.7
"sp|Q3TLH4-5|PRC2C_MOUSE","Prrc2c","Isoform 5 of Protein PRRC2C OS=Mus musculus GN=Prrc2c",72494.7,69013.8,33951.9,59856.3,96933.7,98825.3,142174.3,137411.5
"sp|Q99K85|SERC_MOUSE","Psat1","Phosphoserine aminotransferase OS=Mus musculus GN=Psat1 PE=1 SV=1",121324.6,122974.8,121994.7,115087.4,170032.1,159525.5,272646.5,284491.7
"sp|O55234|PSB5_MOUSE","Psmb5","Proteasome subunit beta type-5 OS=Mus musculus GN=Psmb5 PE=1 SV=3",32527.8,31153,34901.2,31601.7,94758.3,79267.5,244855.6,259039.4
"sp|Q60692|PSB6_MOUSE","Psmb6","Proteasome subunit beta type-6 OS=Mus musculus GN=Psmb6 PE=1 SV=3",107900.7,100445.9,117480.8,102710.2,125908.8,123595.9,198522.4,215538
"sp|P70195|PSB7_MOUSE","Psmb7","Proteasome subunit beta type-7 OS=Mus musculus GN=Psmb7 PE=1 SV=1",144348.3,145170.3,144626.6,134724.6,155773.4,151172.2,209771.8,213043.2
"sp|P46471|PRS7_MOUSE","Psmc2","26S protease regulatory subunit 7 OS=Mus musculus GN=Psmc2 PE=1 SV=5",159530.5,158543.4,159072.2,154899.6,183078.6,182389.7,237557.6,244388.5
"sp|P62196|PRS8_MOUSE","Psmc5","26S protease regulatory subunit 8 OS=Mus musculus GN=Psmc5 PE=1 SV=1",151764.9,159082.6,154374.3,147882.9,174851.2,174371.7,225451.9,230801.8
"sp|O35226-2|PSMD4_MOUSE","Psmd4","Isoform Rpn10B of 26S proteasome non-ATPase regulatory subunit 4 OS=Mus musculus GN=Psmd4",145580.3,142979.2,134011,140401.2,166398.6,167486.4,215109.7,226888.2
"sp|P61290|PSME3_MOUSE","Psme3","Proteasome activator complex subunit 3 OS=Mus musculus GN=Psme3 PE=1 SV=1",81216.1,83073.8,85821.4,82107.5,118604.6,110490.8,166235.6,168652.8
"sp|Q9JK23|PSMG1_MOUSE","Psmg1","Proteasome assembly chaperone 1 OS=Mus musculus GN=Psmg1 PE=2 SV=1",87457.9,88117.2,96199.6,83695,96710.5,94504.4,139471,140865.7
"sp|Q9CZH3|PSMG3_MOUSE","Psmg3","Proteasome assembly chaperone 3 OS=Mus musculus GN=Psmg3 PE=1 SV=1",18435.4,17544.7,17327.1,17499.9,22520.3,20286.3,36648.4,35326.2
"sp|P0C7N9|PSMG4_MOUSE","Psmg4","Proteasome assembly chaperone 4 OS=Mus musculus GN=Psmg4 PE=1 SV=1",30123.6,30942.2,29166.8,28825.7,37878.5,37402.9,59065.1,54893.5
"sp|Q8C2E4|PTCD1_MOUSE","Ptcd1","Pentatricopeptide repeat-containing protein 1, mitochondrial OS=Mus musculus GN=Ptcd1 PE=2 SV=2",20804.2,20722.5,20664.6,21449.8,24129.5,22428.5,31678.9,33503.7
"sp|Q80U78|PUM1_MOUSE","Pum1","Pumilio homolog 1 OS=Mus musculus GN=Pum1 PE=1 SV=2",82721.2,76647.9,89115.4,84803.4,111201,110049.2,130461.6,141099.1
"sp|Q80U78-2|PUM1_MOUSE","Pum1","Isoform 2 of Pumilio homolog 1 OS=Mus musculus GN=Pum1",82543.4,76696.6,89065,84538.1,111409.2,110352.7,131025.2,140972.4
"tr|Q91VU7|Q91VU7_MOUSE","Pus7","Protein Pus7 OS=Mus musculus GN=Pus7 PE=2 SV=2",85901.1,87510.5,84093.6,83061.4,138438.4,127799.3,191365.7,192131.5
"sp|Q99LL5|PWP1_MOUSE","Pwp1","Periodic tryptophan protein 1 homolog OS=Mus musculus GN=Pwp1 PE=1 SV=1",93559.7,88536,92206.1,84025.3,125286.7,118718.8,176750.7,178180.6
"sp|Q8BU03|PWP2_MOUSE","Pwp2","Periodic tryptophan protein 2 homolog OS=Mus musculus GN=Pwp2 PE=1 SV=1",120641.1,109523.7,133460.8,105692.6,172917.2,159321.5,229450.3,227953.2
"sp|Q3TMV7|PYRD1_MOUSE","Pyroxd1","Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 1 OS=Mus musculus GN=Pyroxd1 PE=2 SV=1",41123.2,42467.5,47703.7,40837.7,48804.2,46694.1,70060.8,72519.9
"tr|Q8BML9|Q8BML9_MOUSE","Qars","Glutaminyl-tRNA synthetase OS=Mus musculus GN=Qars PE=1 SV=1",112688.3,113331.2,104603.9,114937.9,127748.3,125892.6,161064.7,168373.2
"sp|B8ZXI1|QTRD1_MOUSE","Qtrtd1","Queuine tRNA-ribosyltransferase subunit QTRTD1 OS=Mus musculus GN=Qtrtd1 PE=1 SV=2",62262.7,65399,66235.6,64683.3,82089,83224.9,97794.9,104582
"sp|Q8CHD8|RFIP3_MOUSE","Rab11fip3","Rab11 family-interacting protein 3 OS=Mus musculus GN=Rab11fip3 PE=1 SV=2",12950,14624.7,16352.6,14008.6,43192.2,34133.6,45103.1,49072.4
"sp|P61028|RAB8B_MOUSE","Rab8b","Ras-related protein Rab-8B OS=Mus musculus GN=Rab8b PE=1 SV=1",157285.7,153905.2,153983.6,150028.2,217162.8,199040.2,280267.1,282292.3
"sp|A6H6A9|RBG1L_MOUSE","Rabgap1l","Rab GTPase-activating protein 1-like OS=Mus musculus GN=Rabgap1l PE=1 SV=1",54693.8,53969.5,60509.9,51890.7,54009.8,55746.1,88099.2,84776.7
"sp|Q9JHK4|PGTA_MOUSE","Rabggta","Geranylgeranyl transferase type-2 subunit alpha OS=Mus musculus GN=Rabggta PE=2 SV=1",60057.2,57244,64038.3,58306.7,70267.7,68583.5,90210.8,91632.1
"sp|P53612|PGTB2_MOUSE","Rabggtb","Geranylgeranyl transferase type-2 subunit beta OS=Mus musculus GN=Rabggtb PE=1 SV=2",37661.4,37270.8,44481.8,39609.2,53141.5,49144.3,62486.9,60974.8
"sp|O55230|RA51D_MOUSE","Rad51d","DNA repair protein RAD51 homolog 4 OS=Mus musculus GN=Rad51d PE=1 SV=1",13652.4,14487.5,12950.5,13217,17837.9,17090.2,27410.9,32586.2
"sp|P34022|RANG_MOUSE","Ranbp1","Ran-specific GTPase-activating protein OS=Mus musculus GN=Ranbp1 PE=1 SV=2",161296.9,153537.1,175328.8,164153.9,179228.8,174609,238761.4,238699.7
"sp|Q8BIV3|RNBP6_MOUSE","Ranbp6","Ran-binding protein 6 OS=Mus musculus GN=Ranbp6 PE=2 SV=3",67308.2,65951,71788.2,64042.5,95831.6,89805.2,138433.6,137284.4
"sp|P46061|RAGP1_MOUSE","Rangap1","Ran GTPase-activating protein 1 OS=Mus musculus GN=Rangap1 PE=1 SV=2",170029.3,164628.2,166953.1,157297.8,221805.1,212520.5,245906,252910.1
"sp|P27671|RGRF1_MOUSE","Rasgrf1","Ras-specific guanine nucleotide-releasing factor 1 OS=Mus musculus GN=Rasgrf1 PE=1 SV=2",22180.1,22967.6,20855.3,22653.8,33678.6,30422,47239.8,49007.9
"sp|Q8CGC6|RBM28_MOUSE","Rbm28","RNA-binding protein 28 OS=Mus musculus GN=Rbm28 PE=1 SV=4",32417.1,33274.6,36714.1,36109.9,42825.4,41539.9,73378.9,71366.9
"sp|Q8C5L7|RBM34_MOUSE","Rbm34","RNA-binding protein 34 OS=Mus musculus GN=Rbm34 PE=1 SV=1",15668.9,15952.5,15456.1,17873.6,20518.5,19255.5,35058.9,31469.9
"sp|Q9JJT0|RCL1_MOUSE","Rcl1","RNA 3'-terminal phosphate cyclase-like protein OS=Mus musculus GN=Rcl1 PE=2 SV=1",80723.6,79566.6,79562.5,78120.2,85635.6,82651.8,121310.9,124985.8
"sp|Q9QYF1|RDH11_MOUSE","Rdh11","Retinol dehydrogenase 11 OS=Mus musculus GN=Rdh11 PE=2 SV=2",73579.5,67136.1,78608.6,71598.6,91420.9,83573.1,117847.3,116001.9
"sp|P15307|REL_MOUSE","Rel","Proto-oncogene c-Rel OS=Mus musculus GN=Rel PE=1 SV=2",101079.3,98019.1,93908,106411.2,173110.7,159236.9,190709.1,192787.3
"sp|Q04863|RELB_MOUSE","Relb","Transcription factor RelB OS=Mus musculus GN=Relb PE=1 SV=2",42310.5,40605.6,39382.6,36220.1,60294,57860.6,83421.8,81246.8
"sp|Q6PAQ4|REXO4_MOUSE","Rexo4","RNA exonuclease 4 OS=Mus musculus GN=Rexo4 PE=2 SV=2",57261.7,58193.6,47303.3,53241.7,67818.1,66835.9,135559.7,147847.1
"sp|Q8CIK8|RFWD3_MOUSE","Rfwd3","E3 ubiquitin-protein ligase RFWD3 OS=Mus musculus GN=Rfwd3 PE=2 SV=1",18494.6,17789.2,17381.7,17211.7,29003.5,29456.9,39772.3,40780.9
"sp|Q8BHT7|RGP1_MOUSE","Rgp1","RAB6A-GEF complex partner protein 2 OS=Mus musculus GN=Rgp1 PE=2 SV=1",23393.6,23286.4,23411.3,21401.8,27930.5,28137.9,34751.4,33769.9
"sp|Q9JL25|RGS1_MOUSE","Rgs1","Regulator of G-protein signaling 1 OS=Mus musculus GN=Rgs1 PE=2 SV=2",14485.1,13288.4,13511.8,14057.8,25894.4,23515.7,36929.7,36297.8
"sp|Q99LE1|RIPL2_MOUSE","Rilpl2","RILP-like protein 2 OS=Mus musculus GN=Rilpl2 PE=1 SV=1",16295.5,16834.6,16889.4,16065.4,26101,25387.7,57216.6,59609.7
"sp|Q9CQS5|RIOK2_MOUSE","Riok2","Serine/threonine-protein kinase RIO2 OS=Mus musculus GN=Riok2 PE=2 SV=1",45580.4,43051.5,37388.7,49647.4,69184.2,63000.9,102246,96212.3
"sp|Q9DBU3|RIOK3_MOUSE","Riok3","Serine/threonine-protein kinase RIO3 OS=Mus musculus GN=Riok3 PE=1 SV=3",59028.3,59022.9,68396.9,64466,73521.9,69084.4,101709.3,111299.6
"sp|Q9WTV7|RNF12_MOUSE","Rlim","E3 ubiquitin-protein ligase RLIM OS=Mus musculus GN=Rlim PE=1 SV=2",20456.7,19839.1,20073.2,19975.9,32786.6,31321.5,38939.7,38349.3
"sp|Q3UIW5|RNF10_MOUSE","Rnf10","RING finger protein 10 OS=Mus musculus GN=Rnf10 PE=2 SV=2",4030.7,3707,3468.4,3046.8,4815.8,3992,6771.8,6668.1
"sp|Q9QYK7|RNF11_MOUSE","Rnf11","RING finger protein 11 OS=Mus musculus GN=Rnf11 PE=1 SV=1",13050.6,12442.2,12684.2,12467.4,21750.1,20400.3,30932.9,30743.9
"sp|Q9D0C1|RN115_MOUSE","Rnf115","E3 ubiquitin-protein ligase RNF115 OS=Mus musculus GN=Rnf115 PE=1 SV=1",8352.5,7913.1,8408.5,8674.6,13663.2,11882.9,14201.4,13894
"sp|Q91YL2|RN126_MOUSE","Rnf126","E3 ubiquitin-protein ligase RNF126 OS=Mus musculus GN=Rnf126 PE=1 SV=1",17269.6,16088,19014.2,15582.7,20149.6,19257.3,31074.5,30156.5
"sp|Q5SWK7|RN145_MOUSE","Rnf145","RING finger protein 145 OS=Mus musculus GN=Rnf145 PE=2 SV=1",13658.9,13665.5,11303.4,11235.6,16216,15806.4,22986.3,22178
"sp|Q9CY62|RN181_MOUSE","Rnf181","E3 ubiquitin-protein ligase RNF181 OS=Mus musculus GN=Rnf181 PE=2 SV=1",27639.4,26453.8,31802.1,28865.9,35934.4,34204.7,40909.5,42471.7
"sp|Q8BFX1|RN187_MOUSE","Rnf187","E3 ubiquitin-protein ligase RNF187 OS=Mus musculus GN=Rnf187 PE=1 SV=2",8725.6,9903.8,9886.9,9410,20104.5,17088.3,23946,25639.9
"sp|Q8K2Y0|RN219_MOUSE","Rnf219","RING finger protein 219 OS=Mus musculus GN=Rnf219 PE=2 SV=2",24944.8,27843.3,28339.6,28127.6,39040.5,37017.6,64689.6,67089
"sp|Q9QZR0|RNF25_MOUSE","Rnf25","E3 ubiquitin-protein ligase RNF25 OS=Mus musculus GN=Rnf25 PE=1 SV=2",24195.3,22114.9,22219.9,23902.3,33468.8,31502.7,36914.2,40950.3
"sp|Q9D706|RPAP3_MOUSE","Rpap3","RNA polymerase II-associated protein 3 OS=Mus musculus GN=Rpap3 PE=1 SV=1",86533.8,83531.4,78904.1,79774.1,91697.2,90050.2,136568.3,136267.1
"sp|Q9JJ80|RPF2_MOUSE","Rpf2","Ribosome production factor 2 homolog OS=Mus musculus GN=Rpf2 PE=2 SV=2",8439.8,8300.7,7876.9,10060.3,13258.5,12311.4,40277.5,39228.9
"sp|P47968|RPIA_MOUSE","Rpia","Ribose-5-phosphate isomerase OS=Mus musculus GN=Rpia PE=2 SV=2",86243.8,86138.5,96209.1,83169.3,110138.1,105330.5,142815.3,142931.7
"sp|P47963|RL13_MOUSE","Rpl13","60S ribosomal protein L13 OS=Mus musculus GN=Rpl13 PE=2 SV=3",108951.8,98839.3,88805.8,118547.7,188363.7,170629.9,394604.9,398074.8
"sp|Q9CPR4|RL17_MOUSE","Rpl17","60S ribosomal protein L17 OS=Mus musculus GN=Rpl17 PE=2 SV=3",83899.8,79631.3,74633.4,112593.4,154548,135355.6,344792,335354.9
"sp|P84099|RL19_MOUSE","Rpl19","60S ribosomal protein L19 OS=Mus musculus GN=Rpl19 PE=1 SV=1",61317.2,62282.9,51953,65567.5,94654.3,85062.3,217201.6,207247.5
"sp|O09167|RL21_MOUSE","Rpl21","60S ribosomal protein L21 OS=Mus musculus GN=Rpl21 PE=2 SV=3",125174,115942.5,107007,166427.7,187489.5,170662.4,388993.2,406047.1
"tr|Q9CQM8|Q9CQM8_MOUSE","Rpl21","60S ribosomal protein L21 OS=Mus musculus GN=Rpl21 PE=2 SV=1",127077.7,116588.9,111029,167911.6,189095.9,173599.6,361418.1,393364.6
"sp|P67984|RL22_MOUSE","Rpl22","60S ribosomal protein L22 OS=Mus musculus GN=Rpl22 PE=1 SV=2",101081.3,90025.2,76252.2,133844.2,158526.1,140086.6,290738.9,300829.2
"sp|P62751|RL23A_MOUSE","Rpl23a","60S ribosomal protein L23a OS=Mus musculus GN=Rpl23a PE=1 SV=1",108459.9,102395.5,79449,91991,182994.4,161791.8,372984.8,381643.9
"sp|Q8BP67|RL24_MOUSE","Rpl24","60S ribosomal protein L24 OS=Mus musculus GN=Rpl24 PE=1 SV=2",68734.3,60621.6,59685.1,74879,116981.6,105665.2,233469.1,222242.4
"sp|P61255|RL26_MOUSE","Rpl26","60S ribosomal protein L26 OS=Mus musculus GN=Rpl26 PE=1 SV=1",70885.5,70430,69740.6,113510.2,130525.2,117136.2,295577.6,311742.8
"sp|P61358|RL27_MOUSE","Rpl27","60S ribosomal protein L27 OS=Mus musculus GN=Rpl27 PE=1 SV=2",102665.3,98109.7,94330.3,116571.4,169728.7,162996.2,346804.2,339772.5
"sp|P14115|RL27A_MOUSE","Rpl27a","60S ribosomal protein L27a OS=Mus musculus GN=Rpl27a PE=2 SV=5",62046.5,58445.3,59101.4,71877.1,105515.8,95064.1,223353.2,239205.4
"sp|P41105|RL28_MOUSE","Rpl28","60S ribosomal protein L28 OS=Mus musculus GN=Rpl28 PE=1 SV=2",81913.4,72212.5,74539.8,122143.3,136459.2,122595.9,315265,306984.5
"sp|P27659|RL3_MOUSE","Rpl3","60S ribosomal protein L3 OS=Mus musculus GN=Rpl3 PE=1 SV=3",134583.5,122906.3,114874.2,135939.2,203659,189073,396393.7,385718
"sp|P62900|RL31_MOUSE","Rpl31","60S ribosomal protein L31 OS=Mus musculus GN=Rpl31 PE=1 SV=1",84909.2,73253.4,82222,114986.4,154051.9,135563.3,290098.5,288989.8
"sp|P62911|RL32_MOUSE","Rpl32","60S ribosomal protein L32 OS=Mus musculus GN=Rpl32 PE=1 SV=2",89555.4,82423.1,84431.5,83422.8,133933.6,125951.9,234059.9,239607.7
"sp|Q6ZWV7|RL35_MOUSE","Rpl35","60S ribosomal protein L35 OS=Mus musculus GN=Rpl35 PE=2 SV=1",64952.8,66096.3,52865.2,61825.8,135975,113482.4,357962,319586.5
"sp|P47964|RL36_MOUSE","Rpl36","60S ribosomal protein L36 OS=Mus musculus GN=Rpl36 PE=2 SV=2",42156,45424.2,45289.5,50390.9,64105.5,55664,110305.1,104120.1
"tr|Q6ZWZ4|Q6ZWZ4_MOUSE","Rpl36","60S ribosomal protein L36 OS=Mus musculus GN=Rpl36 PE=2 SV=1",79297.4,80985.4,77142.7,90072.3,114124.8,104584.7,195920.8,187100.4
"sp|P83882|RL36A_MOUSE","Rpl36a","60S ribosomal protein L36a OS=Mus musculus GN=Rpl36a PE=1 SV=2",74446.6,72456.1,64090.5,76415.9,142558.1,130929.4,231448.1,274266.6
"sp|Q9D823|RL37_MOUSE","Rpl37","60S ribosomal protein L37 OS=Mus musculus GN=Rpl37 PE=2 SV=3",10291.3,6404.4,11982.5,11857.7,17481.3,19264.9,37887.7,43377.2
"sp|P61514|RL37A_MOUSE","Rpl37a","60S ribosomal protein L37a OS=Mus musculus GN=Rpl37a PE=2 SV=2",67726.7,60866.1,56514.3,80021.3,124538.4,108075,284295.7,331812.6
"sp|Q9JJI8|RL38_MOUSE","Rpl38","60S ribosomal protein L38 OS=Mus musculus GN=Rpl38 PE=2 SV=3",96788.6,91692,82994.5,127349.9,132379.7,129229.2,260853.6,295555.6
"sp|P62892|RL39_MOUSE","Rpl39","60S ribosomal protein L39 OS=Mus musculus GN=Rpl39 PE=2 SV=2",61147.2,57759.9,52215.6,61975.6,82973.4,76847.1,151776.7,156505.7
"tr|E9PWZ3|E9PWZ3_MOUSE","Rpl3l","Protein Rpl3l OS=Mus musculus GN=Rpl3l PE=3 SV=1",81777.9,77999.9,72046.4,90669.2,123750.2,110641,187677.8,174336.8
"sp|Q9D8E6|RL4_MOUSE","Rpl4","60S ribosomal protein L4 OS=Mus musculus GN=Rpl4 PE=1 SV=3",89469.1,83523.9,63368.4,71237.7,141696.1,131991.2,310281,299212.2
"sp|P47962|RL5_MOUSE","Rpl5","60S ribosomal protein L5 OS=Mus musculus GN=Rpl5 PE=1 SV=3",146808.9,137276.1,125393,144810,206824,192226.1,334866.2,347538.9
"sp|P47911|RL6_MOUSE","Rpl6","60S ribosomal protein L6 OS=Mus musculus GN=Rpl6 PE=1 SV=3",78291.3,68842,53970,67459.2,157228.2,150722.5,414048.1,353512.3
"sp|P14148|RL7_MOUSE","Rpl7","60S ribosomal protein L7 OS=Mus musculus GN=Rpl7 PE=1 SV=2",88594.1,104906.1,63365.9,108535.5,190203,169144.7,346163.3,327594.8
"sp|P12970|RL7A_MOUSE","Rpl7a","60S ribosomal protein L7a OS=Mus musculus GN=Rpl7a PE=2 SV=2",73320,76793.5,62131.1,83184.9,142726.7,128948.8,465176.7,365756.9
"sp|P62918|RL8_MOUSE","Rpl8","60S ribosomal protein L8 OS=Mus musculus GN=Rpl8 PE=2 SV=2",61139.8,60764.5,50323.1,65290,137345.9,121748.5,348518.2,320945.5
"sp|P14869|RLA0_MOUSE","Rplp0","60S acidic ribosomal protein P0 OS=Mus musculus GN=Rplp0 PE=1 SV=3",188627.1,189085.9,165691.6,194518.1,205634.7,207401.3,281062.2,281238.2
"sp|P99027|RLA2_MOUSE","Rplp2","60S acidic ribosomal protein P2 OS=Mus musculus GN=Rplp2 PE=1 SV=3",531284.8,534840.5,577518.9,523088.3,677364.5,669229.9,912894,927135.8
"sp|P63323|RS12_MOUSE","Rps12","40S ribosomal protein S12 OS=Mus musculus GN=Rps12 PE=1 SV=2",93558.9,96279,95190.2,90314.8,115321.5,115254.3,165315.2,166660.1
"tr|Q6ZWZ6|Q6ZWZ6_MOUSE","Rps12","40S ribosomal protein S12 OS=Mus musculus GN=Rps12 PE=1 SV=1",97276.9,100280.9,96608.6,93430.2,115334.4,114304.8,158136.1,157951.7
"sp|P62264|RS14_MOUSE","Rps14","40S ribosomal protein S14 OS=Mus musculus GN=Rps14 PE=2 SV=3",71578.5,72074.2,62848.5,89185.9,100112.7,93388.7,193562.5,195491.5
"sp|P62843|RS15_MOUSE","Rps15","40S ribosomal protein S15 OS=Mus musculus GN=Rps15 PE=2 SV=2",90472.7,86142.4,81195.8,101970.8,133153.3,116932.4,222421.6,219603.5
"sp|Q8C6B9|AROS_MOUSE","Rps19bp1","Active regulator of SIRT1 OS=Mus musculus GN=Rps19bp1 PE=1 SV=1",48805.4,50356,45214.2,41417.6,59919.1,58199.7,104814.6,111445.3
"sp|P62267|RS23_MOUSE","Rps23","40S ribosomal protein S23 OS=Mus musculus GN=Rps23 PE=1 SV=3",57770.2,53615.5,55256.1,75563.2,103160.3,91937.2,257148.5,267421
"sp|P62849|RS24_MOUSE","Rps24","40S ribosomal protein S24 OS=Mus musculus GN=Rps24 PE=2 SV=1",81114.2,78875,75282.5,74520.1,114777.8,105045.9,208013.6,208393.4
"sp|P62852|RS25_MOUSE","Rps25","40S ribosomal protein S25 OS=Mus musculus GN=Rps25 PE=1 SV=1",96829,87132.5,76848.8,117842.1,180590.3,152662.6,350415.9,363362.8
"sp|P62855|RS26_MOUSE","Rps26","40S ribosomal protein S26 OS=Mus musculus GN=Rps26 PE=2 SV=3",85830.6,83804.5,80715,83015.4,123302.3,118439.9,219631.2,227583.9
"sp|Q6ZWU9|RS27_MOUSE","Rps27","40S ribosomal protein S27 OS=Mus musculus GN=Rps27 PE=1 SV=3",72851,70396.5,65188.6,76279.9,99177.4,91682,146157.8,149809.4
"sp|Q6ZWY3|RS27L_MOUSE","Rps27l","40S ribosomal protein S27-like OS=Mus musculus GN=Rps27l PE=2 SV=3",35572.2,33667.9,30725.9,36698.9,45910.2,42469.9,67497.9,67892.1
"sp|P62858|RS28_MOUSE","Rps28","40S ribosomal protein S28 OS=Mus musculus GN=Rps28 PE=2 SV=1",113271.3,113928.6,108511.7,110739.3,144874.8,137758,178678.8,185548.2
"sp|P62274|RS29_MOUSE","Rps29","40S ribosomal protein S29 OS=Mus musculus GN=Rps29 PE=2 SV=2",66858.6,45739.3,52756.4,83099.6,71434.6,63866.3,197978.3,193234.7
"sp|P97351|RS3A_MOUSE","Rps3a","40S ribosomal protein S3a OS=Mus musculus GN=Rps3a PE=1 SV=3",108636.9,108906.2,96112.6,127845.3,170530.5,158490.6,325530.4,327550.2
"sp|P97461|RS5_MOUSE","Rps5","40S ribosomal protein S5 OS=Mus musculus GN=Rps5 PE=1 SV=3",205138.1,204464.5,200521.8,238377.9,268485.6,258632.1,348778.9,344484.5
"tr|Q91V55|Q91V55_MOUSE","Rps5","40S ribosomal protein S5 OS=Mus musculus GN=Rps5 PE=1 SV=1",205857.7,206127.8,202014.8,239502.6,268858.9,258134.4,346495.4,342763.2
"sp|P62754|RS6_MOUSE","Rps6","40S ribosomal protein S6 OS=Mus musculus GN=Rps6 PE=1 SV=1",60948.8,57021.8,61153.5,66904.5,147607.3,124674.2,297957.3,279405.8
"sp|Q8BLK9|KS6C1_MOUSE","Rps6kc1","Ribosomal protein S6 kinase delta-1 OS=Mus musculus GN=Rps6kc1 PE=1 SV=2",18784,20024.6,19271.8,18182.6,24339.3,23397.3,29853.1,29781.5
"sp|P62082|RS7_MOUSE","Rps7","40S ribosomal protein S7 OS=Mus musculus GN=Rps7 PE=2 SV=1",221451.7,206154.1,183641.8,218250.1,333533.2,317082.5,591973.3,632094.6
"sp|P62242|RS8_MOUSE","Rps8","40S ribosomal protein S8 OS=Mus musculus GN=Rps8 PE=1 SV=2",104205.2,99179.9,90283.3,97506.3,179386.1,159321,398462.9,388944.7
"sp|P14206|RSSA_MOUSE","Rpsa","40S ribosomal protein SA OS=Mus musculus GN=Rpsa PE=1 SV=4",167077.6,170976.2,176854.3,168183.9,196885.2,192220.3,262513.3,255792.2
"sp|Q99PL5|RRBP1_MOUSE","Rrbp1","Ribosome-binding protein 1 OS=Mus musculus GN=Rrbp1 PE=1 SV=2",47482.2,42388.7,32405.8,36673,52726.3,53276.2,89421.3,76742.4
"sp|P07742|RIR1_MOUSE","Rrm1","Ribonucleoside-diphosphate reductase large subunit OS=Mus musculus GN=Rrm1 PE=1 SV=2",90550.8,90461.7,94684.1,92338.5,101190.9,99314.2,158422.2,162654
"sp|P11157|RIR2_MOUSE","Rrm2","Ribonucleoside-diphosphate reductase subunit M2 OS=Mus musculus GN=Rrm2 PE=1 SV=1",18470.8,18137.1,20687.9,19661.9,17042,13970.3,34669.2,38783.9
"sp|B2RS91|RRN3_MOUSE","Rrn3","RNA polymerase I-specific transcription initiation factor RRN3 OS=Mus musculus GN=Rrn3 PE=1 SV=1",32755.7,34337.8,37501.6,35237,91098.1,76345.4,92286,92484.2
"sp|P56183|RRP1_MOUSE","Rrp1","Ribosomal RNA processing protein 1 homolog A OS=Mus musculus GN=Rrp1 PE=2 SV=2",69404.7,61882.9,80740.4,81915.1,122754.6,114507.3,167264.3,173373.5
"sp|Q6P5B0|RRP12_MOUSE","Rrp12","RRP12-like protein OS=Mus musculus GN=Rrp12 PE=1 SV=1",98219.5,84856.4,68472.1,82704.4,126526.5,116101.7,237786.7,242699.1
"sp|Q91YK2|RRP1B_MOUSE","Rrp1b","Ribosomal RNA processing protein 1 homolog B OS=Mus musculus GN=Rrp1b PE=1 SV=2",62875.4,58714.3,58238.7,59294.2,100371.8,92284.6,168365.2,169125
"sp|Q9D1C9|RRP7A_MOUSE","Rrp7a","Ribosomal RNA-processing protein 7 homolog A OS=Mus musculus GN=Rrp7a PE=2 SV=1",28651.5,27240,25017.6,30516,36923.1,34567.4,77528.7,83878.4
"sp|Q9DB85|RRP8_MOUSE","Rrp8","Ribosomal RNA-processing protein 8 OS=Mus musculus GN=Rrp8 PE=1 SV=1",78278.3,78248.1,68256.2,77674.7,83169.5,78330.5,123811.7,131283.8
